ID;Depth (m);qc (MPa);fs (kPa);u2 (kPa)
188;1.95;2.44;27.1;2.6
188;1.96;2.49;27.3;2.6
188;1.97;2.6;27.6;2.6
188;1.98;2.83;29.7;2.6
188;1.99;3.11;35.6;2.6
188;2;3.4;34.6;2.6
188;2.01;3.88;38;2.6
188;2.02;4.71;41.3;2.6
188;2.03;5.47;43.2;2.6
188;2.04;6.25;48.5;2.6
188;2.05;6.64;43.5;2.6
188;2.06;6.73;92.5;2.6
188;2.07;6.65;90.8;2.6
188;2.08;7.03;100.1;2.6
188;2.09;7.3;109.1;2.6
188;2.1;7.42;118.1;2.7
188;2.11;7.08;117;2.7
188;2.12;7.1;121.2;2.7
188;2.13;7.12;126.7;2.7
188;2.14;7.16;132.1;2.8
188;2.15;7.21;132.1;2.8
188;2.16;7.47;131.9;2.9
188;2.17;7.13;131.6;2.9
188;2.18;6.8;122.4;2.9
188;2.19;6.64;113.2;2.9
188;2.2;6.47;107.3;2.9
188;2.21;6.39;91.5;2.9
188;2.22;6.35;79.8;2.7
188;2.23;6.34;67.1;2.7
188;2.24;6.33;58.5;2.6
188;2.25;6.33;63;2.6
188;2.26;6.33;51.3;2.6
188;2.27;5.24;51.2;2.6
188;2.28;4.75;52.3;2.6
188;2.29;4.26;53.5;2.6
188;2.3;4.22;55.2;2.6
188;2.31;4.21;55.1;2.7
188;2.32;4.22;54.9;2.7
188;2.33;4.24;53;2.7
188;2.34;4.57;39.2;2.7
188;2.35;4.92;25.4;2.7
188;2.36;5.59;19.8;2.7
188;2.37;4.95;14.2;2.7
188;2.38;5.99;5.8;2.7
188;2.39;8.92;10;2.7
188;2.4;10;14.3;2.8
188;2.41;11.65;22.9;2.9
188;2.42;14.71;49.3;2.9
188;2.43;16.01;75.7;2.9
188;2.44;16.59;61.4;2.9
188;2.45;17.52;230.1;3
188;2.46;18.02;250.3;3
188;2.47;16.65;270.4;3
188;2.48;14.54;296.4;3
188;2.49;12.39;298.9;3.1
188;2.5;7.99;289.7;3.2
188;2.51;7.22;280.5;3.2
188;2.52;6.98;275.9;3.1
188;2.53;7.27;271.3;3
188;2.54;7.55;236.6;3
188;2.55;9.76;201.8;3
188;2.56;9.79;208;3
188;2.57;8.2;193.9;3.1
188;2.58;8.57;116.8;2.9
188;2.59;7.01;74.3;2.7
188;2.6;6.99;63.4;2.6
188;2.61;7.02;56.7;2.6
188;2.62;7.04;53.5;2.7
188;2.63;7.95;60;2.7
188;2.64;7.92;66.5;2.7
188;2.65;8.27;87.9;2.7
188;2.66;8.7;109.4;2.8
188;2.67;9.1;108.9;2.8
188;2.68;9.36;108.3;2.9
188;2.69;8.93;106.2;2.9
188;2.7;8.89;100.9;2.9
188;2.71;7.24;96.7;2.9
