ID;Depth from;Depth to;Soil Type;Soil Description;USCS
BHD1561;4.2;7.2;SAND SILTY GRAVELLY;Dense light brown very silty fine to coarse SAND and fine to coarse subrounded to rounded GRAVEL of mixed lithologies including quartzite, gneiss and psammite;
BHD1561;7.2;10.3;SILT SANDY GRAVELLY COBBLY;Stiff reddish brown slightly sandy slightly gravelly SILT of low plasticity with cobbles.  Sand is fine to coarse.  Gravel is fine to coarse subangular to subrounded of mudstone. Cobbles are subangular to subrounded of mudstone (WEATHERED MUDSTONE);
BHD1562;0;1.2;TOPSOIL;TOPSOIL (brown slightly clayey gravelly fine to coarse sand. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, psammite and schist);
BHD1562;1.2;2.7;GRAVEL SILTY SANDY;Very dense brown very sandy slightly silty fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and schist. Sand is fine to coarse;
BHD1562;2.7;4.8;GRAVEL SILTY SANDY COBBLY;Medium dense brown sandy slightly silty fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and sandstone with cobbles. Sand is fine to coarse. Cobbles are subrounded to rounded of mixed lithologies including granite, psammite and sandstone;
BHD1562;4.8;5.7;GRAVEL SILTY SANDY COBBLY;Brown gravelly silty fine to coarse SAND and fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and sandstonewith cobbles. Cobbles are subrounded to rounded of mixed lithologies including granite and sandstone;
BHD1562;5.7;10.9;SAND SILTY GRAVELLY COBBLY;Very dense brown very silty fine to medium SAND and fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and schist with cobbles. Cobbles are subrounded to rounded of mixed lithologies including granite and sandstone;
BHD1562;10.9;11.7;GRAVEL SANDY;Brown sandy fine to medium subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and schist. Sand is fine to coarse;
BHD1562;11.7;12;GRAVEL SANDY;# Very dense brown sandy GRAVEL;
BHD1563;0;0.3;TOPSOIL;TOPSOIL (dark brown gravelly fine to coarse sand with occasional rootlets and cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1563;0.3;2.7;SAND SILTY GRAVELLY COBBLY;Brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse. Cobbles are subrounded to rounded of mixed lithologies including granite, gneiss and schist;
BHD1563;2.7;4.05;SILT SANDY GRAVELLY;Loose reddish brown slightly gravelly slightly sandy SILT of low plasticity. Sand is fine to coarse. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1563;4.05;5.4;CLAY SANDY GRAVELLY;Reddish brown slightly sandy gravelly CLAY of low plasticity. Sand is fine to coarse. Gravel is fine to coarse angular to subangular of sandstone (WEATHERED SANDSTONE);
BHD1564;0;0.2;SAND;Brown fine to coarse SAND;
BHD1564;0.2;0.8;SAND GRAVELLY;Brown gravelly fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, psammite and granite;
BHD1564;0.8;6;SAND SILTY GRAVELLY;Brown very gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, schist and amphibolite;
BHD1565;0;0.9;TOPSOIL;TOPSOIL (brown gravelly silty fine to coarse sand with occaisional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including subrounded to rounded of mixed lithologies);
BHD1565;0.9;4.2;GRAVEL SILTY SANDY COBBLY;Brown silty coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Cobbles are subrounded to rounded of schist;
BHD1565;4.2;5.7;SAND SILTY GRAVELLY;Medium dense light brown silty fine to medium SAND and fine to medium subrounded to rounded GRAVEL of psammite and schist;
BHD1565;5.7;9.7;SAND SILTY GRAVELLY COBBLY;Medium dense greyish brown gravelly very silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite.  Cobbles are subrounded to rounded of schist;
BHD1565;9.7;10.05;GRAVEL SILTY SANDY;Mottled reddish brown sandy silty fine to coarse angular to subangular GRAVEL of sandstone. Sand is fine to coarse.  (WEATHERED SANDSTONE);
BHD1566;0;0.7;TOPSOIL;TOPSOIL (dark brown peaty fine to coarse sand with rootlets);
BHD1566;0.7;1.2;SAND SILTY GRAVELLY;Brown silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and sandstone;
BHD1566;1.2;2;SAND SILTY GRAVELLY;Dense brown very gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including quartzite, psammite and schist;
BHD1566;2;3.1;GRAVEL SILTY SANDY COBBLY;Medium dense grey very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1566;3.1;7.2;SAND SILTY GRAVELLY;Brown gravelly very silty fine to coarse SAND. Gravel is fine to coarse subrounded to rounded of quartzite and basalt;
BHD1566;7.2;9.5;SILT SANDY GRAVELLY;Dense reddish brown slightly sandy slightly gravelly SILT. Sand is fine to coarse. Gravel is fine to coarse subangular to subrounded of sandstone, quartzite and granite;
BHD1567;0;1.2;PEAT;Black spongy fibrous PEAT (H5/B6);
BHD1567;1.2;1.8;SAND SILTY GRAVELLY;Loose grey very gravelly very silty fine to coarse SAND. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, gneiss and psammite. with pockets of silt.;
BHD1567;1.8;2.6;SAND SILTY;Grey silty fine SAND;
BHD1567;2.6;4.2;GRAVEL SILTY SANDY;Medium dense brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, quartzite and schist. Sand is fine to coarse;
BHD1567;4.2;7.2;SAND SILTY GRAVELLY;Medium dense brown very gravelly very silty fine to coarse SAND. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1567;7.2;10.15;CLAY SANDY GRAVELLY COBBLY;Stiff reddish brown slightly gravelly slightly sandy CLAY of low plasticity with cobbles. Sand is fine to coarse. Gravel is subangular to subrounded of mixed lithologies including granite, gneiss and psammite. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1568;0;0.4;TOPSOIL;TOPSOIL (brown gravelly silty fine to coarse sand with rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, psammite and schist);
BHD1568;0.4;0.9;SAND SILTY GRAVELLY;Brown gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, gneiss and quartzite;
BHD1568;0.9;1.9;GRAVEL SILTY SANDY COBBLY;Brown silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including gneiss, hornfells and sandstone with cobbles. Cobbles are fine to coarse subangular to subrounded of quartzite;
BHD1568;1.9;3.1;SILT SANDY GRAVELLY;Loose brown slightly gravelly sandy SILT. Sand is predominantly fine. Gravel is fine subrounded of sandstone;
BHD1568;3.1;6;GRAVEL SILTY SANDY COBBLY;Medium dense brown sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, granite and gneiss with cobbles. Sand is fine to coarse. Cobbles are subrounded of quartzite;
BHD1568;6;7.2;COBBLES and BOULDERS;# SLOW PROGRESS: Pushing boulder;
BHD1568;7.2;8.2;GRAVEL SILTY SANDY;Brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, granite and gneiss;
BHD1568;8.2;9.1;GRAVEL SILTY SANDY;Brown sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, granite and psammite. Sand is fine to coarse;
BHD1568;9.1;9.9;COBBLES and BOULDERS;# BOULDER;
BHD1568;9.9;10;SAND CLAYEY GRAVELLY;Brown gravelly silty fine to coarse SAND. Gravel is fine to coarse subrounded to rounded of sandstone, psammite and granite;
BHD1568;10;11;SAND SILTY GRAVELLY;Brown gravelly silty fine to medium SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, gabbro and basalt;
BHD1568;11;12;SAND SILTY;Brown silty fine to medium SAND;
BHD1569;0;0.5;MADE GROUND;FILL (topsoil (dark brown gravelly slightly silty fine to coarse sand with rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone and psammite));
BHD1569;0.5;2.5;MADE GROUND;POSSIBLE REWORKED (brown very gravelly silty fine to coarse sand. Gravel is fine to coarse subangular to subrounded of mixed lithologies including psammite and quartzite);
BHD1569;2.5;4;GRAVEL SILTY SANDY;Brown sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite. Sand is fine to coarse;
BHD1569;4;5;SAND SILTY GRAVELLY COBBLY;Medium dense brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including quartzite, psammite and hornfels with cobbles. Sand is fine to coarse. Cobbles are subangular to rounded of quartzite and sandstone;
BHD1569;5;6.3;GRAVEL SILTY SANDY;Reddish brown sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, schist and hornfels. Sand is fine to coarse;
BHD1569;6.3;6.5;COBBLES and BOULDERS;# BOULDER;
BHD1569;6.5;8.1;GRAVEL SILTY SANDY COBBLY;Reddish brown sandy very silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, schist and hornfels with cobbles and pockets of clay of low plasticity. Sand is fine to coarse;
BHD1569;8.1;8.35;SILTSTONE;# SILTSTONE;
BHD1569;8.35;11.5;SAND and GRAVEL;# Dense SAND and GRAVEL with traces of clay;
BHD1569;11.5;12.15;SAND and GRAVEL;# SAND and GRAVEL;
BHD1569;12.15;12.5;SANDSTONE;# SANDSTONE;
BHD1569;12.5;15.65;SANDSTONE;Medium strong locally weak greyish brown thinly bedded slightly micaceous medium grained SANDSTONE. Distinctly weatheredevident as red penetrative staining in beds, loss of strength and in bands structure. Discontinuities are bedding related very closely and closely spaced, subhorizontal, undulose and rough;
BHD1569;15.65;19.6;SANDSTONE;Medium strong locally weak reddish brown locally pale green thinly bedded medium grained SANDSTONE. Partially to Distinctly weathered with staining and loss of strength in bands (non intact) Two fracture sets. No.1 Bedding related, closely and medium spaced , subhorizontal, undulose and rough fractures. No.2 Single discontinuous, subvertical, undulose, locally incipient and rough fracture    between 15.65m and 16.10m: recovered non intact/ no recovery;
BHD1570;0;0.1;TOPSOIL;TOPSOIL (dark brown gravelly silty fine to coarse sand with rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, psammite and schist);
BHD1570;0.1;0.8;SAND SILTY GRAVELLY COBBLY;Brown gravelly slightly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, quartzite and schist. Cobbles are subangular to subrounded of quartzite.;
BHD1570;0.8;5;GRAVEL SILTY SANDY COBBLY;Brown sandy silty subangular to subrounded GRAVEL of mixed lithologies including sandstone, quartzite and psammite with cobbles. Sand is fine to coarse. Cobbles are fine to coarse of psammite;
BHD1570;5;5.4;COBBLES SANDY GRAVELLY;Brown subangular to subrounded COBBLES of psammite and sandstone with some sandy gravel. Sand is fine to coarse. Gravel is fine to coarse angular to subangular of mixed lithologies including sandstone, psammite and quartzite;
BHD1570;5.4;5.9;SAND and GRAVEL;Reddish brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, quartzite and hornfels;
BHD1570;5.9;7.6;GRAVEL SILTY SANDY COBBLY;Reddish brown sandy slightly silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, psammite and schist with cobbles. Cobbles are subrounded of sandstone;
BHD1570;7.6;8.2;SAND SILTY GRAVELLY;Reddish brown silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, psammite and schist;
BHD1570;8.2;9.1;COBBLES and BOULDERS;# OBSTRUCTION: Pushing Boulder;
BHD1570;9.1;10.9;SAND and GRAVEL;# SAND and GRAVEL with traces of clay;
BHD1570;10.9;12.35;SANDSTONE;# SANDSTONE with red ribs;
BHD1570;12.35;13.85;SANDSTONE;Weak light grey thinly bedded fine grained micaceous SANDSTONE. Partially weathering is evident as an overall reduction in strength. Two fracture surfaces: No.1 bedding related, very close and closely spaced, subhorizontal, undulose and rough. No.2 joint related, single, discontinuous, undulose and rough;
BHD1570A;0;8.25;SAND and GRAVEL;# SAND and GRAVEL;
BHD1570A;8.25;12.3;SAND and GRAVEL;# SAND and GRAVEL with traces of clay;
BHD1570A;12.3;13;SANDSTONE;# SANDSTONE;
BHD1570A;13;20.25;SANDSTONE;Medium strong locally weak reddish brown locally pale grey thinly bedded locally cross bedded fine grained SANDSTONE. Distinctly weathered evident as a reduction in strength at fracture surfaces and a local reduction to silt. Two discernable fracture sets: No.1 bedding related, very close and closely spaced, subhorizontal, stepped and rough. No.2 single, discontinuous, subvertical, undulose and rough;
BHD1571;0;0.4;TOPSOIL;TOPSOIL (grey silty clay);
BHD1571;0.4;1.5;SILT SANDY;Grey slightly sandy SILT of low plasticity with pockets of clay;
BHD1571;1.5;4.8;GRAVEL SILTY SANDY COBBLY;Medium dense dark grey very sandy silty fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and sandstone with cobbles. Cobbles are are rounded of mixed lithologies including granite, psammite;
BHD1571;4.8;6.8;COBBLES and BOULDERS;Reddish brown subangular to subrounded COBBLES of mixed lithologies including sandstone, siltstone and mudstone with very silty fine to coarse sand and fine to coarse subrounded to rounded gravel of mixed lithologies including granite, psammite and sandstone;
BHD1572;0;0.4;TOPSOIL;TOPSOIL (dark brown slightly silty fine to coarse sand with rootlets and cobbles.  Gravel is fine to coarse subangular to rounded of sandstone and granite. Cobbles are subrounded to rounded of gneiss and granite;
BHD1572;0.4;2.15;GRAVEL SILTY SANDY COBBLY;Brown very sandy slightly silty fine to coarse subangular to rounded GRAVEL with cobbles. Sand is fine to coarse. Gravel is of granite and sandstone. Cobbles are subrounded to rounded of gneiss and granite;
BHD1572;2.15;5.1;GRAVEL SANDY COBBLY;Medium dense brown sandy fine to coarse subangular to rounded GRAVEL with cobbles. Sand is fine to coarse. Gravel is of granite and quartz. Cobbles are subrounded to rounded of granite and gneiss;
BHD1572;5.1;5.75;SILT SANDY GRAVELLY;Medium dense red brown slightly sandy slightly gravelly SILT of low plasticity with pockets of clay. Sand is fine to coarse. Gravel is fine to medium subangular to rounded of granite and quartz;
BHD1572;5.75;6.2;SANDSTONE;Very weak purple grey thinly bedded SANDSTONE recovered as angular to subrounded cobbles;
BHD1573;0;0.1;TOPSOIL;TOPSOIL (brown gravelly silty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including psammite, sandstone and quartzite);
BHD1573;0.1;1.2;SAND GRAVELLY COBBLY BOULDERY;Brown gravelly fine to coarse SAND with boulders. Gravel is fine to coarse subangular to subrounded of mixed lithologies including psammite, sandstone and quartzite;
BHD1573;1.2;4.2;SAND SILTY GRAVELLY COBBLY;Medium dense light brown very gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including psammite, gneiss and psammite. Cobbles and subangular and subrounded of sandstone;
BHD1573;4.2;5.7;SAND SILTY GRAVELLY COBBLY;Loose light brown very gravelly very silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including psammite, gneiss and psammite. Cobbles and subangular and subrounded of sandstone;
BHD1573;5.7;6;;# NO RECOVERY;
BHD1574;0;1.2;TOPSOIL;TOPSOIL (dark brown gravelly peaty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, gneiss and psammite) (POSSIBLE MADE GROUND);
BHD1574;1.2;3.4;PEAT;Medium dense dark brown and black gravelly fibrous PEAT (H2/B3) with frequent wood, strong sulphurous organic odour with cobbles. Gravel is fine to coarse angular to rounded of mixed lithologies including sandstone psammite and gneiss. Cobbles are subangular and subrounded of sandstone and psammite (POSSIBLE MADE GROUND);
BHD1574;3.4;4.2;GRAVEL SANDY COBBLY;Brown fine to coarse SAND and fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and schist with organic odour with cobbles. Cobbles are subangular of mixed lithologies including sandstone granite and quartzite (POSSIBLE MADE GROUND);
BHD1574;4.2;4.7;GRAVEL SANDY COBBLY;Very dense greyish brown fine to coarse SAND and fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and schist with cobbles. Cobbles are subangular of mixed lithologies including sandstone granite and quartzite;
BHD1574;4.7;5.7;SAND SILTY GRAVELLY COBBLY;Orange brown and yellow brown very gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to rounded of mixed lithologies including sandstone granite and psammite. Cobbles are subangular and subrounded of sandstone and granite;
BHD1574;5.7;7.2;GRAVEL SILTY SANDY COBBLY;Dense greyish brown silty fine to coarse SAND and fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and schist with cobbles. Cobbles are subangular of mixed lithologies including sandstone granite and quartzite;
BHD1574;7.2;8;GRAVEL SILTY SANDY COBBLY;Dense greyish brown very sandy slightly silty fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and gneiss with cobbles. Cobbles are subrounded to rounded of mixed lithologies including sandstone quartzite and gneiss;
BHD1575;0;0.4;TOPSOIL;TOPSOIL (brown slightly gravelly fine to coarse sand with occasional rootlets.  Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1575;0.4;1.8;GRAVEL SILTY SANDY;Dark brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite.  Sand is fine to coarse.  Becoming orange brown with depth;
BHD1575;1.8;3.8;SAND SILTY GRAVELLY;Medium dense brown silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, quartzite and schist;
BHD1575;3.8;6;SAND SILTY GRAVELLY;Medium dense greyish brown very gravelly very silty fine to coarse SAND.  Gravel is fine to coarse subrounded to rounded of psammite and quartzite;
BHD1575A;0;0.4;TOPSOIL;TOPSOIL (brown slightly gravelly fine to coarse sand with occasional rootlets.  Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1575A;0.4;4.2;SAND GRAVELLY COBBLY BOULDERY;Brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, quartzite and schist with cobbles and boulders.  Cobbles are subrounded of psammite and sandstone. Becoming greyish brown with depth;
BHD1575A;4.2;6;SAND SILTY GRAVELLY;Loose greyish brown very gravelly silty fine to coarse SAND.  Gravel is fine to coarse subrounded to rounded of psammite and quartzite;
BHD1576;0;1.2;PEAT;Very soft black spongy fibrous PEAT (H4/B2) with rootlets;
BHD1576;1.2;2.2;PEAT;Very soft black spongy pseudofibrous PEAT (H7/B2);
BHD1576;2.2;5.75;PEAT;Very soft black spongy pseudofibrous PEAT (H8/B3);
BHD1576;5.75;10;GRAVEL SILTY SANDY COBBLY;Dense brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL with cobbles. Sand is fine to coarse. Gravel is of mixed lithologies including sandstone, psammite and schist. Cobbles are subangular and subrounded of mixed lithologies including sandstone, psammite and schist;
BHD1577;0;1.2;TOPSOIL;TOPSOIL (dark brown gravelly peaty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, gneiss and psammite) (POSSIBLE MADE GROUND);
BHD1577;1.2;2.7;PEAT;Loose dark brown and black gravelly spongy pseudofibrous PEAT (H2/B3) with frequent wood, strong sulphurous organic odour and cobbles. Gravel is fine to coarse angular to rounded of mixed lithologies including sandstone psammite and gneiss. Cobbles are subangular and subrounded of psammite and sandstone (POSSIBLE MADE GROUND);
BHD1577;2.7;3.4;PEAT;Medium dense black and dark brown firm fibrous PEAT (H2/B2) with frequent wood and strong sulphurous odour. (POSSIBLE MADE GROUND);
BHD1577;3.4;4.2;GRAVEL SANDY COBBLY;Greyish brown fine to coarse SAND and fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and schist with cobbles. Cobbles are subangular of mixed lithologies including sandstone granite and quartzite;
BHD1577;4.2;4.6;GRAVEL SANDY COBBLY;Dense brown sandy fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and granite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including sandstone quartzite and granite;
BHD1577;4.6;7.2;GRAVEL SILTY SANDY COBBLY;Brown and greyish brown very sandy silty fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and granite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including sandstone schist;
BHD1577;7.2;8;GRAVEL SILTY SANDY COBBLY;Medium dense brown and greyish brown very sandy very silty fine to coarse subangular to rounded GRAVEL of mixed lithologies including sandstone quartzite and granite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including sandstone schist;
BHD1578;0;0.4;PEAT;Dark brown slightly sandy spongy fibrous PEAT (H2/B2). Sand is fine to coarse.;
BHD1578;0.4;1.2;CLAY SANDY GRAVELLY;Grey slightly sandy slightly gravelly CLAY of low plasticity with pockets of silt. Sand is fine to coarse. Gravel is fine to medium subangular to rounded of granite and quartz;
BHD1578;1.2;5.4;CLAY SANDY GRAVELLY;Firm grey thinly laminated slightly sandy slightly gravelly CLAY of low plasticity with laminations of silt. Sand is fine to medium. Gravel is medium subangular to rounded of granite and quartz;
BHD1578;5.4;6;SILT SANDY GRAVELLY;Loose grey slightly sandy slightly gravelly SILT with occasional pockets of clay. Sand is fine to medium. Gravel is fine subangular to rounded of granite and quartz;
BHD1579;0;0.1;TOPSOIL;TOPSOIL (dark brown fine to coarse sand with rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1579;0.1;2.7;GRAVEL SILTY SANDY;Dark brown very sandy very silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with pockets of clay of low plasticity.;
BHD1579;2.7;5.7;GRAVEL SILTY SANDY COBBLY;Medium dense grey silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1579;5.7;10.2;GRAVEL SILTY SANDY COBBLY;Grey very sandy very silty fine to coarse subangular and subrounded GRAVEL of psammite and granite with cobbles. Sand is fine to coarse. Cobbles are subangular and subrounded of psammite and granite;
BHD1579;10.2;13.2;GRAVEL SILTY SANDY COBBLY;Very dense grey very silty fine to coarse SAND and fine to coarse subangular and subrounded GRAVEL of psammite and granite with cobbles. Cobbles are subangular and subrounded of psammite and granite;
BHD1579;13.2;14.75;CLAY SANDY GRAVELLY;Stiff reddish brown gravelly slightly sandy CLAY of low plasticity. Sand is fine to coarse. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gniess and psammite;
BHD1579;14.75;15.65;MUDSTONE;Very weak locally medium strong reddish brown MUDSTONE partially deconstructed to clay with interbeds of thinly laminated greenish grey thinly laminated fine grained sandstone between 14.85-14.90m and 15.55-15.58m. partially weathered evident as overall loss of strength, extensive reduction to clay and silt and green iron oxide staining along fracture surfaces. Where visible, fracture sets are bedding related widely spaced subhorizontal undulating and rough;
BHD1579;15.65;18.7;SANDSTONE;Medium strong locally weak grey, greyish green and reddish brown medium bedded, locally thinly laminated fine to coarse grained micaceous SANDSTONE. partially weathered evident as local loss of strength and reduction to clay at fracture surfaces. Two fracture surfaces: No. 1 bedding related very closely and closely spaced, subhorizontal undulose locally planar and rough. No. 2 joint related subvertical, single, discontinuous undulose and rough;
BHD1579;18.7;20.1;SANDSTONE;Strong locally medium strong greenish grey and dark reddish brown medium bedded fine to coarse grained arenitic SANDSTONE. partially weathered evident as local loss of strength along fracture surfaces. Fracture sets are bedding related, subhorizontal undulose and rough;
BHD1650;0;0.35;TOPSOIL;TOPSOIL (dark brown slightly gravelly fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and quartzite);
BHD1650;0.35;5.2;GRAVEL SILTY SANDY COBBLY;Brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including quartzite, schist and psammite with cobbles. Sand is fine to coarse. Cobbles are of mixed lithologies including quartzite, schist and psammite.;
BHD1650;5.2;6;GRAVEL SILTY SANDY COBBLY;Medium dense brown very sandy silty fine to coarse subangular to subrounded GRAVEL with cobbles. Gravel is of mixed lithologies including quartzite, schist and psammite. Cobbles are of mixed lithologies including quartzite, schist and psammite.;
BHD1650;6;6.4;GRAVEL SILTY SANDY;Reddish brown sandy silty fine to coarse subangular to subrounded GRAVEL of sandstone. Sand is fine to coarse. (WEATHERED BEDROCK);
BHD1650;6.4;6.7;COBBLES and BOULDERS;# Granite BOULDER;
BHD1650;6.7;8;CLAY SANDY GRAVELLY;# Red sandy gravelly CLAY with sandstone bands;
BHD1650;8;13.8;SANDSTONE;"4.6m recovered as medium strong locally weak medium bedded locally thinly and medium laminated and cross laminated light grey and reddish brown fine to medium grained micaceous SANDSTONE interbedded with bands of MUDSTONE with greenish grey iron reduction spots throughout. Partially weathered, evident as greenish grey staining and local loss of strength along fracture surfaces. Two discontinuity sets: No.1. closely and medium spaced subhorizontal (0-10deg) planar, wavy and smooth; No.2. medium spaced (85-90deg) stepped, undulating and rough. Recovered non intact where discontinuity sets intersect    between 8.00m and 8.30m: recovered non intact";
BHD1651;0;0.35;TOPSOIL;TOPSOIL (dark brown gravelly fine to coarse sand with some roots. Gravel is fine to coarse subrounded of granite and sandstone);
BHD1651;0.35;1.1;SAND SILTY GRAVELLY COBBLY;Dark brown gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subrounded of sandstone and granite. Cobbles are subrounded of sandstone and granite;
BHD1651;1.1;3.25;GRAVEL SILTY SANDY COBBLY;Medium dense dark brown very sandy slightly silty fine to coarse subrounded GRAVEL of granite and sandstone with cobbles. Sand is fine to coarse. Cobbles are subrounded of sandstone and granite;
BHD1651;3.25;7.1;GRAVEL SILTY SANDY COBBLY;Medium dense brown very sandy silty fine to coarse subrounded GRAVEL with cobbles. Gravel is of sandstone and granite. Cobbles are subrounded of sandstone and granite;
BHD1651;7.1;8;GRAVEL SILTY SANDY COBBLY;Dense brown very sandy silty fine to coarse subrounded GRAVEL with cobbles. Gravel is of granite and sandstone. Cobbles are angular to subangular of sandstone;
BHD1652;0;0.4;TOPSOIL;TOPSOIL (brown gravelly fine to coarse sand with rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, quartzite and psammite);
BHD1652;0.4;1;GRAVEL SILTY SANDY COBBLY;Brown very sandy silty fine to coarse subangular and subrounded GRAVEL of mixed lithologies including granite, gniess and psammite with cobbles. Sand is fine to coarse. Cobbles are subrounded of mixed lithologies including granite, gniess and psammite;
BHD1652;1;4.2;GRAVEL SILTY SANDY COBBLY;Brown  very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse.  Cobbles are subrounded of psammite;
BHD1652;4.2;5.2;SAND SILTY GRAVELLY;Medium dense brown slightly silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite;
BHD1652;5.2;7;SAND SILTY GRAVELLY;Dense reddish brown very silty fine to coarse SAND and fine to coarse subrounded to rounded GRAVEL of mixed lithologies including sandstone, schist and psammite;
BHD1652;7;7.3;CLAY SANDY GRAVELLY;Brownish red gravelly sandy CLAY of low plasticity. Sand is fine to coarse. Gravel is fine to coarse angular to subangular of sandstone;
