ID;Depth from;Depth to;Soil Type;Soil Description;USCS
BHD1875;0.3;4;SAND SILTY GRAVELLY;Light brown gravelly silty fine to coarse SAND. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1875;4;6.65;SAND SILTY GRAVELLY COBBLY;Loose brown gravelly slightly silty fine to coarse SAND with cobbles. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite. Cobbles are subrounded to rounded of psammite;
BHD1876;0;0.3;MADE GROUND;MADE GROUND (dark grey sandy silty fine to coarse angular to subangular gravel of dolerite.  Sand is fine to coarse);
BHD1876;0.3;0.6;SAND GRAVELLY;Brown gravelly fine to coarse SAND.  Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, psammite and quartzite;
BHD1876;0.6;3;SAND SILTY GRAVELLY;Brown slightly gravelly silty fine to coarse SAND.  Gravel is fine to medium subangular to subrounded of mixed lithologies including granite, psammite and quartzite;
BHD1876;3;6;SAND SILTY GRAVELLY COBBLY;Medium dense brown gravelly silty fine to coarse SAND with cobbles.  Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite.  Cobbles are subrounded to rounded of granite, gneiss and psammite;
BHD1877;0;0.4;TOPSOIL;TOPSOIL (light brown gravelly silty fine to medium sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, granite and quartzite);
BHD1877;0.4;6;SAND SILTY GRAVELLY COBBLY;Brown gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subrounded to rounded of mixed lithologies including sandstone, psammite and schist. Cobbles are  subrounded to rounded of mixed lithologies including sandstone, psammite and schist;
BHD1878;0;0.4;TOPSOIL;TOPSOIL (brown gravelly silty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and schist);
BHD1878;0.4;0.9;SAND;Brown fine to coarse SAND. Becoming coarse with depth;
BHD1878;0.9;2;SAND SILTY GRAVELLY COBBLY;Brown very gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, quartzite and schist. Cobbles are subangular to rounded of granite and schist;
BHD1878;2;5;GRAVEL SILTY SANDY COBBLY;Medium dense brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, quartzite and schist withcobbles. Sand is fine to coarse. Cobbles are subangular to subrounded of mixed lithologies including granite, quartzite and schist;
BHD1878;5;6;GRAVEL SILTY SANDY COBBLY;Dense brown silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, quartzite and schist with cobbles. Cobbles are subangular to subrounded of mixed lithologies including granite, quartzite and schist;
BHD1879;0;1.2;TOPSOIL;TOPSOIL (dark brown silty fine to coarse sand with rootlets);
BHD1879;1.2;6.1;GRAVEL SILTY SANDY COBBLY;Dense brown slightly silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including sandstone, psammite and granite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including sandstone, psammite and granite;
BHD1879;6.1;8.7;SAND SILTY GRAVELLY;Dense orange brown very gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and sandstone. Becoming more gravelly with depth;
BHD1879;8.7;11.7;SILT SANDY GRAVELLY COBBLY;Medium dense reddish brown slightly gravelly slightly sandy SILT with cobbles. Sand is fine to coarse. Gravel is fine to coarse subangular to subrounded of mixed lithologies including sandstone, psammite and granite. Cobbles are subangular to subrounded of sandstone and granite;
BHD1879;11.7;13.05;SANDSTONE;Medium strong reddish brown thinly bedded locally cross bedded medium grained SANDSTONE. Partially weathered, evident as a local reduction in strength at fracture surfaces. One fracture set. Fractures are bedding related, very closely to closely spaced, subhorizontal, predominantly stepped and occasionally undulose and rough;
BHD1879;13.05;20.25;MUDSTONE;Very weak locally medium strong reddish brown cross bedded thinly laminated MUDSTONE interbedded with pale green thinly bedded fine grained SANDSTONE. Partially weathered, evident as a local reduction in strength at fracture surfaces and a local reduction to clay. Two fracture sets No.1 bedding related, closely and very closely spaced, subhorizontal, stepped, rough and smooth fractures. No.2 widely spaced 90deg discontinuous, undulose and rough;
BHD1880;0;0.2;TOPSOIL;TOPSOIL (dark brown fine to coarse sand with rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1880;0.2;0.6;COBBLES and BOULDERS;Brown subrounded to rounded COBBLES of psammite and sandstone with some fine to coarse sand;
BHD1880;0.6;8.7;SAND;Colour banded brown grading to pale brown or white fine to medium SAND. Becoming coarse with depth;
BHD1880;8.7;13.6;SILT SANDY GRAVELLY;Dense reddish brown slightly gravelly sandy SILT with pockets of clay of low plasticity. Gravel is fine and medium subangular and subrounded of psammite and sandstone. Sand is fine to coarse;
BHD1880;13.6;17.7;CLAY SANDY GRAVELLY COBBLY;Very stiff reddish brown and greyish brown gravelly sandy CLAY of low plasticity with cobbles. Sand is fine to coarse. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gniess and psammite. Cobbles are subangular to subrounded of granite and psammite;
BHD1880;17.7;18.35;SANDSTONE;Weak thickly bedded thinly laminated greyish brown medium grained SANDSTONE. Distincty weathered evident as significant loss of strength throughout. Two fracture sets: No.1 Medium spaced, subhorizontal, undulating and smooth. No.2 Medium spaced, 70deg dipping, stepped and rough;
BHD1880;18.35;20;SANDSTONE;Medium strong thickly bedded locally cross beded brownish grey locally brownish purple fine to medium grained SANDSTONE. Partially weathered, evident as local reduction in strength at non penetrative orange staining at fracture surfaces. Two fracture sets: No.1 Medium spaced, subhorizontal, undulating and rough. No.2 Widely spaced, 45deg dipping, stepped and rough;
BHD1880;20;22.7;SANDSTONE;Strong thickly bedded thinly laminated locally cross bedded brownish grey fine to medium grained SANDSTONE. Partially weathered, evident as local non penetrative brown staining at fracture surfaces. Two fracture sets: Medium spaced, subhorizontal, planar and smooth. No.2 Medium spaced 45deg dipping, stepped and rough;
BHD1950;0;0.3;TOPSOIL;TOPSOIL (brown silty fine to coarse sand with occasional rootlets);
BHD1950;0.3;4.2;SAND SILTY GRAVELLY;Brown gravelly silty fine to coarse SAND. Gravel is fine to medium subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1950;4.2;7.2;SAND SILTY GRAVELLY COBBLY;Dense brown very gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite. Cobbles are subangular to subrounded of granite and psammite;
BHD1950;7.2;8.15;SAND and GRAVEL;# Medium dense brown SAND and GRAVEL. No recovery;
BHD1950;8.15;8.45;SANDSTONE;Reddish brown SANDSTONE recovered as sandy fine to coarse subrounded and rounded gravel;
BHD1951;0;1.2;TOPSOIL;TOPSOIL (dark brown gravelly peaty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1951;1.2;3.9;SAND SILTY GRAVELLY;Medium dense brown gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, psammite and schist;
BHD1951;3.9;5.7;SILT SANDY;Medium dense light brown slightly sandy SILT with pockets of clay of low plasticity. Sand is fine to medium;
BHD1951;5.7;8.7;No Recovery;# NO RECOVERY;
BHD1951;8.7;10.2;CLAY SANDY GRAVELLY;Reddish brown slightly sandy slightly gravelly CLAY of low plasticity.  Sand is fine to coarse. Gravel is fine to coarse subrounded to rounded of mixed lithologies including psammite, quartzite and schist;
BHD1952;0;0.2;TOPSOIL;TOPSOIL (brown silty fine to coarse sand with occasional rootlets);
BHD1952;0.2;4.2;SAND SILTY GRAVELLY;Light brown slightly gravelly silty fine to medium SAND. Gravel is fine subangular to subrounded of mixed lithologies including psammite, gneiss and psammite;
BHD1952;4.2;5.7;SAND SILTY GRAVELLY COBBLY;Medium dense light brown very gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including psammite, gneiss and psammite. Cobbles are subangular to subrounded of psammite and psammite;
BHD1952;5.7;6;No Recovery;# NO RECOVERY;
BHD1953;0;0.3;TOPSOIL;TOPSOIL (brown gravelly silty fine to medium sand with frequent rootlets. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1953;0.3;0.6;MADE GROUND;MADE GROUND (grey gravelly very silty fine to coarse sand with much ash. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1953;0.6;3.8;SAND SILTY GRAVELLY;Greyish brown slightly gravelly slightly silty fine to medium SAND. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1953;3.8;7.55;SAND SILTY GRAVELLY;Medium dense greyish brown very gravelly slightly silty fine to coarse SAND. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1953;7.55;8;GRAVEL SILTY SANDY COBBLY;Dense greyish brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse. Cobbles are subangular to subrounded of granite and psammite;
BHD1954;0;0.4;TOPSOIL;TOPSOIL (brown gravelly silty fine to medium sand with frequent rootlets. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1954;0.4;3;SAND SILTY GRAVELLY;Brown gravelly silty fine to coarse SAND. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1954;3;4;SAND SILTY;Medium dense brown very silty fine to medium SAND;
BHD1954;4;4.5;SAND SILTY GRAVELLY;Medium dense brown gravelly very silty fine to coarse SAND. Gravel is  fine to coarse subangular to subrounded of mixed lithologies including schist, psammite and granite;
BHD1954;4.5;7;GRAVEL SILTY SANDY COBBLY;Very dense brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including schist, psammite and granite with cobbles. Sand is fine to coarse. Cobbles are subangular to subrounded mixed lithologies including schist, psammite and granite;
BHD1954;7;7.5;GRAVEL SANDY;Very dense brown sandy fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, gneiss and psammite;
BHD1954;7.5;8;SAND and GRAVEL;Reddish brown fine to coarse SAND and fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, gneiss and psammite;
BHD1955;0;0.4;TOPSOIL;TOPSOIL (brown gravelly silty fine to medium sand with frequent rootlets. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1955;0.4;2;SAND SILTY;Brown silty fine to coarse SAND;
BHD1955;2;3;SILT SANDY GRAVELLY;Medium dense brown slightly gravelly sandy SILT. Sand is fine to coarse. Gravel is medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1955;3;3.2;SAND SILTY GRAVELLY;Brown locally reddish brown slightly gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and schist;
BHD1955;3.2;4.7;SAND SILTY GRAVELLY;Very dense brown locally reddish brown very gravelly silty fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and schist;
BHD1955;4.7;8;GRAVEL SILTY SANDY COBBLY;Medium dense reddish brown very sandy silty fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse. cobbles are subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1956;0;1.2;TOPSOIL;TOPSOIL (brown very clayey fine to coarse sand);
BHD1956;1.2;5.7;GRAVEL SILTY SANDY COBBLY;Dense brown very sandy slightly silty fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, psammite and schist with cobbles. Sand is fine to coarse. Cobbles are subrounded to rounded of mixed lithologies including granite, psammite and schist;
BHD1956;5.7;6.5;SAND SILTY GRAVELLY COBBLY;Medium dense brown gravelly very silty fine to coarse SAND with cobbles. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, psammite and schist. Cobbles are subrounded to rounded of mixed lithologies including granite, psammite and schist;
BHD1956;6.5;7.2;SILT SANDY GRAVELLY COBBLY;Grey slightly gravelly sandy SILT with cobbles. Sand is fine to coarse. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, psammite and schist. Cobbles are subrounded to rounded of mixed lithologies including granite, psammite and schist;
BHD1956;7.2;8.6;SILT SANDY GRAVELLY COBBLY;Dense grey slightly gravelly slightly sandy SILT with cobbles. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, psammite and schist. Cobbles are subrounded to rounded of mixed lithologies including granite, psammite and;
BHD1956;8.6;10.2;CLAY SANDY GRAVELLY COBBLY;Very dense brownish grey slighty gravelly slightly sandy CLAY of low plasticity with cobbles. Sand is fine to coarse. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, psammite and schist. Cobbles are subrounded to rounded of mixed lithologies including granite, psammite and schist;
BHD1957;0;0.2;TOPSOIL;TOPSOIL (brown gravelly fine to coarse sand with frequent rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including quartzite, psammite and schist);
BHD1957;0.2;2.7;GRAVEL SILTY SANDY COBBLY;Brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite. Sand is fine to coarse. Cobbles are subrounded to rounded of psammite;
BHD1957;2.7;5.7;SAND SILTY GRAVELLY;Medium dense reddish brown gravelly very silty fine to coarse SAND. Gravel is fine to coarse angular to subangular of sandstone, schist and psammite;
BHD1957;5.7;7.2;SAND SILTY GRAVELLY COBBLY;Reddish brown very gravelly very silty fine to coarse SAND with cobbles . Gravel is fine to coarse angular to subangular of sandstone, schist and psammite. Cobbles are subrounded to rounded of psammite;
BHD1957;7.2;11.7;SILT SANDY GRAVELLY;Very stiff light brown slightly gravelly sandy SILT of low plasticty with pockets of clay. Sand is fine to coarse. Gravel is fine to coarse subrounded to rounded of mixed lithologies including quartzite, schist and psammite. Becoming darker with depth;
BHD1957;11.7;16.2;SAND SILTY GRAVELLY;Very dense light brown very gravelly very silty fine to coarse SAND. Gravel is fine to coarse subrounded to rounded of mixed lithologies including quartzite, schist and psammite. Becoming darker with depth;
BHD1957;16.2;21.35;SANDSTONE;Medium strong locally strong thinly bedded locally cross bedded fine to medium grained SANDSTONE. Partially weathered, evident as a local reduction in strength at fracture surfaces. Single fracture set: medium and widely spaced, subhorizontal, planar and rough;
BHD1958;0;0.3;TOPSOIL;TOPSOIL (brown gravelly silty fine to coarse sand with frequent rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1958;0.3;5;GRAVEL SILTY SANDY COBBLY;Brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including schist, psammite and granite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including schist, psammite and granite;
BHD1958;5;5.8;GRAVEL SANDY;Dense reddish brown sandy fine to coarse angular to subangular GRAVEL of sandstone. Sand is fine to coarse;
BHD1958;5.8;6;SAND SILTY GRAVELLY;Reddish brown gravelly silty fine to medium SAND. Gravel is angular to subangular of sandstone. (WEATHERED SANDSTONE);
BHD1959;0;0.2;TOPSOIL;TOPSOIL (dark brown gravelly clayey fine to coarse sand with frequent rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including quartzite, psammite and schist);
BHD1959;0.2;2.7;GRAVEL SILTY SANDY COBBLY;Brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL  of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1959;2.7;4.2;GRAVEL SILTY SANDY COBBLY;Very dense reddish brown very sandy very silty fine to coarse subrounded to rounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse.  Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1959;4.2;5.7;SAND SILTY GRAVELLY;Medium dense reddish brown very gravelly silty fine to coarse SAND. Gravel is fine to coarse subrounded to rounded of mixed lithologies including gneiss, psammite and schist;
BHD1959;5.7;7.2;SAND SILTY GRAVELLY COBBLY;Medium dense brown very gravelly very silty fine to coarse SAND with cobbles. Gravel is fine to medium subangular to subrounded of mixed lithologies including schist, psammite and pelite. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite. Becoming reddish brown with depth.;
BHD1959;7.2;7.4;;NO RECOVERY;
BHD1959;7.4;12.9;SANDSTONE;Weak locally medium strong reddish brown locally pale greenish grey thinly bedded medium grained SANDSTONE. Distinctly weathered evident as an overall reduction In strength throughout and local reduction to silt. Two fracture sets: No.1 Very close and closely spaced, subhorizontal, undulating and rough. No.2 single, discontinuous, subvertical, undulating and rough;
BHD1960;0;0.1;TOPSOIL;TOPSOIL (dark brown gravelly silty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1960;0.1;2.7;SAND SILTY GRAVELLY COBBLY;Brown slightly silty fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1960;2.7;7.2;GRAVEL SILTY SANDY COBBLY;Dense brown very sandy very silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite with cobbles. Sand is fine to coarse. Cobbles are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1960;7.2;10;GRAVEL SILTY SANDY COBBLY;Very dense brown very silty fine to coarse SAND and is fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and hornfels with cobbles. Becoming reddish brown with depth. Silt is of low plasticity. Cobbles are are subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1960;10;10.2;SAND SILTY GRAVELLY COBBLY;Light brownish cream gravelly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite;
BHD1960;10.2;13.2;SANDSTONE;Medium strong reddish brown locally pale greenish grey thinly bedded medium grained SANDSTONE with occasional thin beds of MUDSTONE. Partially weathered, evident as a reduction in strength at fracture sets. Single fracture set: Very close and closely spaced, subhorizontal, undulating and rough;
BHD1961;0;0.35;TOPSOIL;TOPSOIL (brown gravelly silty fine to medium sand with frequent rootlets. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1961;0.35;2.25;SAND SILTY GRAVELLY;Greyish brown gravelly silty and very silty fine to coarse SAND. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1961;2.25;4.3;SAND SILTY;Medium dense greyish brown silty fine to medium SAND;
BHD1961;4.3;6;SAND GRAVELLY;Medium dense greyish brown slightly gravelly fine to medium SAND. Gravel is fine to medium subrounded to rounded of mixed lithologies including granite, gneiss and psammite;
BHD1962;0;0.2;TOPSOIL;TOPSOIL (dark brown gravelly silty fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1962;0.2;1.2;SAND and GRAVEL;Dark brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and sandstone;
BHD1962;1.2;4.2;GRAVEL SILTY SANDY COBBLY;Very dense brown very sandy silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, psammite and schist with cobbles. Sand is fine to coarse. Cobbles are subrounded to rounded of mixed lithologies including granite, quartzite and schist;
BHD1962;4.2;5.7;SAND SILTY GRAVELLY COBBLY;Dense brown very gravelly very silty fine to coarse SAND with cobbles and pockets of silt of low plasticity. Gravel is fine to coarse subangular to subrounded of mixed lithologies including schist, psammite and sandstone. Cobbles are subrounded to rounded of mixed lithologies including granite, quartzite and schist;
BHD1962;5.7;7.2;GRAVEL SILTY SANDY COBBLY;Dense brown very silty fine to coarse SAND and fine to coarse subangular to subrounded to rounded GRAVEL of psammite and schist with cobbles. Cobbles are subrounded to rounded of mixed lithologies including granite, quartzite and schist. Becoming reddish brown with depth;
BHD1962;7.2;8.1;GRAVEL SILTY SANDY COBBLY;Reddish brown sandy very silty fine to coarse angular to subangular GRAVEL of sandstone with cobbles. Cobbles are angular to subangular of sandstone. (WEATHERED SANDSTONE);
BHD1963;0;0.4;TOPSOIL;TOPSOIL (dark brown fine to coarse sand with rootlets and cobbles. Gravel is fine to coarse, subangular to subrounded of granite and quartz. Cobbles are subrounded to rounded of granite and gneiss);
BHD1963;0.4;2.2;SAND SILTY GRAVELLY COBBLY;Brown very gravelly slightly silty fine to coarse SAND with cobbles. Gravel is fine to coarse subangular to rounded of granite and quartz. Cobbles are subrounded to rounded of granite and gneiss;
BHD1963;2.2;3.9;GRAVEL SILTY SANDY COBBLY;Brown sandy silty fine to coarse subangular to rounded GRAVEL of granite and quartz with cobbles and boulders. Sand is fine to coarse.  Cobbles are subrounded to rounded of granite and gneiss;
BHD1963;3.9;5.5;GRAVEL COBBLY;Dense brown very sandy fine to coarse subangular to rounded GRAVEL with cobbles and boulders. Sand is fine to coarse. Gravel is fine to coarse subangular to rounded of granite and quartz. Cobbles are subrounded to rounded of granite and gneiss;
BHD1963;5.5;6.7;GRAVEL SILTY SANDY COBBLY;Dense red brown very sandy silty fine to coarse subangular to rounded GRAVEL with cobbles and boulders. Sand is fine to coarse. Gravel is fine to coarse subangular to rounded of  granite and quartz. Cobbles are subangular to rounded of granite;
BHD1964;0;0.35;TOPSOIL;TOPSOIL (dark brown slightly gravelly slightly silty fine to coarse sand with cobbles.  Gravel is fine to coarse subangular to rounded of sandstone and granite. Cobbles are subrounded to rounded of granite);
BHD1964;0.35;1.2;SAND GRAVELLY COBBLY;Orange brown gravelly fine to coarse SAND with cobbles. Gravel is fine to coarse subrounded to rounded of granite and gneiss.  Cobbles are rounded of granite and gneiss;
BHD1964;1.2;2;SAND SILTY GRAVELLY;Dense brown very gravelly silty fine to coarse SAND. Gravel is fine to medium, subrounded to rounded of granite and gneiss;
BHD1964;2;2.7;SILT SANDY GRAVELLY;Medium dense brown slightly gravelly sandy SILT. Sand is fine to coarse. Gravel is fine to medium, subrounded to rounded of granite and gneiss;
BHD1964;2.7;4;SAND SILTY GRAVELLY COBBLY;Dense reddish brown very gravelly very silty fine to coarse SAND with cobbles.  Gravel is fine to coarse subangular to rounded of granite and gneiss with cobbles. Cobbles are rounded of granite and gneiss;
BHD1964;4;5;GRAVEL SILTY SANDY COBBLY;Dense reddish brown very silty fine to coarse SAND and fine to coarse subangular to rounded GRAVEL of granite and gneiss with cobbles. Cobbles are rounded of granite and gneiss;
BHD1964;5;5.5;SANDSTONE;Strong purple grey fine to medium grained thinly bedded SANDSTONE recovered as angular to subangular cobbles;
BHD1965;0;0.35;TOPSOIL;TOPSOIL (dark brown gravelly fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including granite, gneiss and psammite);
BHD1965;0.35;3;SAND SILTY GRAVELLY COBBLY;Brown very sandy slightly silty fine to coarse subangular to subrounded GRAVEL of mixed lithologies including gneiss, psammite and schist with cobbles. Sand is fine to coarse. Cobbles are subangular to subrounded of mixed lithologies including gneiss, psammite and schist;
BHD1965;3;6;SILT SANDY GRAVELLY;Dense reddish brown slightly gravelly sandy SILT. Sand is fine to coarse. Gravel is fine to medium subangular to subrounded of mixed lithologies including quartzite, psammite and schist;
BHD1965;6;6.85;GRAVEL SILTY SANDY COBBLY;Very dense reddish brown very silty fine to coarse SAND and fine to coarse subrounded to rounded GRAVEL of sandstone with cobbles. Cobbles are angular to subrounded of sandstone;
BHD1965;6.85;6.9;CLAY SANDY GRAVELLY;Reddish brown gravelly sandy CLAY. Sand is fine to coarse. Gravel is fine to coarse angular to subangular angular to subangular of sandstone;
BHD1965;6.9;12.57;SANDSTONE;Medium strong locally weak thinly bedded locally cross bedded reddish brown fine to medium grained SANDSTONE. Distinctly weathered evident as a local reduction to silt at fracture surfaces. Two fracture sets. No.1: close and medium spaced, subhorizontal, planar, wavy and rough occasionally silt lined. No.2: medium and widely spaced, discontinuous, 85deg to subvertical, planar and rough, occasionally stained and/or silt lined;
BHD1966;0;0.3;TOPSOIL;TOPSOIL (brown gravelly fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including schist, granite and quartzite);
BHD1966;0.3;1.2;SAND and GRAVEL;Brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, schist and psammite;
BHD1966;1.2;1.3;COBBLES and BOULDERS;# OBSTRUCTION (large boulder);
BHD1966A;0;0.3;TOPSOIL;TOPSOIL (brown gravelly fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including schist, granite and quartzite);
BHD1966A;0.3;1.8;SAND and GRAVEL;Brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, schist and psammite;
BHD1966A;1.8;2;SAND and GRAVEL;Very dense reddish brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, gneiss and psammite;
BHD1966B;0;0.3;TOPSOIL;TOPSOIL (brown gravelly fine to coarse sand with occasional rootlets. Gravel is fine to coarse subangular to subrounded of mixed lithologies including schist, granite and quartzite);
BHD1966B;0.3;1.7;SAND and GRAVEL;Brown fine to coarse SAND and fine to coarse subangular to subrounded GRAVEL of mixed lithologies including granite, schist and psammite;
BHD1966B;1.7;5.5;GRAVEL SILTY SANDY COBBLY;Dense reddish brown very gravelly silty fine to coarse SAND with cobbles. Gravel is of mixed lithologies including granite, gneiss and psammite. Cobbles are of mixed lithologies including granite, gneiss and psammite;
BHD1966B;5.5;5.6;SAND GRAVELLY;Brown very gravelly fine to coarse SAND. Gravel is fine to coarse subangular to subrounded of granite. (WEATHERED SANDSTONE);
BHD1966B;5.6;10.42;SANDSTONE;Medium strong locally weak brownish grey thinly bedded locally cross bedded fine grained micaceous SANDSTONE. Distinctly weathered evident as reduction to silt at fracture surfaces. Two fracture sets. No.1: closely spaced and very closely spaced, subhorizontal, planar, undulating and rough. No.2: single, subvertical, discontinuous, planar and rough;
BHD1966B;10.42;11.97;SANDSTONE;Medium strong locally weak brownish grey thinly bedded locally cross bedded fine grained micaceous SANDSTONE. Distinctly weathered evident as reduction to silt at fracture surfaces. Two fracture sets. No.1: closely spaced and very closely spaced, subhorizontal, planar, undulating and rough with occasional silt infill. No.2: widely spaced, 45deg to 90deg discontinuous, planar and rough;
BHD1967;0;0.3;TOPSOIL;TOPSOIL (brown gravelly silty fine to coarse sand with frequent rootlets. Gravel is fine to coarse subrounded to rounded of mixed lithologies including granite, gneiss and psammite);
BHD1967;0.3;4.6;GRAVEL SILTY SANDY COBBLY;Brown very sandy silty fine to coarse subangular to subrounded GRAVEL with cobbles. Sand is fine to coarse. Gravel is of mixed lithologies including schist, granite and psammite. Cobbles are subrounded to rounded of mixed lithologies including schist, granite and psammite;
BHD1967;4.6;5.3;GRAVEL SILTY SANDY COBBLY;Dense reddish brown very sandy silty fine to coarse subangular to subrounded GRAVEL with cobbles. Sand is fine to coarse. Gravel is of mixed lithologies including schist, granite and psammite. Cobbles are subrounded to rounded of mixed lithologies including schist, granite and psammite;
BHD1967;5.3;9;SAND SILTY GRAVELLY;Dense reddish brown very gravelly very silty fine to coarse SAND with pockets of clay . Gravel fine to coarse subangular to rounded of mixed lithologies including schist, granite and psammite.;
BHD1967;9;9.8;SAND and GRAVEL;Very dense reddish brown sandy silty fine to coarse angular to subangular GRAVEL of sandstone. Sand is fine to coarse. (WEATHERED SANDSTONE);
BHD1967;9.8;10;SANDSTONE;# SANDSTONE;
